created_at,customer_id,customer_gmv,customer_category,customer_group
2023-11-16,443,68,food,50+
2023-11-16,445,20,home,50
2023-11-16,447,88,home,50
2023-11-16,450,24,books,25
2023-11-16,452,64,food,50
2023-11-16,454,40,home,50
2023-11-16,455,20,home,10
2023-11-16,462,32,home,50+
2023-11-16,463,88,hobby,50
2023-11-16,464,36,books,25
2023-11-16,468,60,food,50+
2023-11-16,470,92,home,50
2023-11-16,471,20,food,50
2023-11-16,479,124,books,50
2023-11-16,483,96,books,10
2023-11-16,492,56,home,10
2023-11-16,502,24,books,50
2023-11-16,504,68,home,25
2023-11-16,505,84,home,5
2023-11-16,507,12,home,5
2023-11-16,513,72,home,50+
2023-11-16,515,72,books,5
2023-11-16,522,40,hobby,50
2023-11-16,526,52,home,50+
2023-11-16,538,16,hobby,50
2023-11-16,539,76,hobby,25
2023-11-16,548,52,food,25
2023-11-16,550,56,food,10
2023-11-16,551,24,hobby,50
2023-11-16,555,92,home,25
2023-11-16,561,48,hobby,25
2023-11-16,565,96,food,25
2023-11-16,574,48,home,25
2023-11-16,576,80,food,50
2023-11-16,577,20,hobby,50+
2023-11-16,579,100,hobby,5
2023-11-16,585,68,hobby,25
2023-11-16,587,64,food,50+
2023-11-16,591,100,books,50+
2023-11-16,594,24,home,10
2023-11-16,596,44,books,10
2023-11-16,597,20,hobby,50
2023-11-16,608,104,home,5
2023-11-16,613,80,food,10
2023-11-16,617,64,books,50
2023-11-16,618,108,books,5
2023-11-16,625,104,food,25
2023-11-16,632,112,books,10
2023-11-16,637,32,books,50
2023-11-16,640,24,food,50
2023-11-16,641,52,books,5
2023-11-16,642,64,hobby,5
2023-11-16,644,32,home,10
2023-11-16,647,48,home,50
2023-11-16,659,28,home,50
2023-11-16,663,84,home,25
2023-11-16,669,52,books,25
2023-11-16,670,56,hobby,50+
2023-11-16,673,176,hobby,50+
2023-11-16,674,96,hobby,50+
2023-11-16,675,28,hobby,25
2023-11-16,682,56,books,50
2023-11-16,685,52,food,5
2023-11-16,706,56,books,5
2023-11-16,711,36,home,5
2023-11-16,713,48,food,50+
2023-11-16,715,16,books,50+
2023-11-16,716,60,home,5
2023-11-16,727,36,books,10
2023-11-16,732,96,hobby,10
2023-11-16,734,24,home,5
2023-11-16,741,112,hobby,50
2023-11-16,742,52,home,10
2023-11-16,748,36,hobby,10
2023-11-16,750,60,hobby,50+
2023-11-16,758,36,books,25
2023-11-16,765,60,books,10
2023-11-16,769,60,food,50+
2023-11-16,778,52,hobby,25
2023-11-16,779,124,home,50
2023-11-16,784,72,food,50+
2023-11-16,802,36,home,10
2023-11-16,803,40,books,5
2023-11-16,804,16,food,50+
2023-11-16,805,100,hobby,10
2023-11-16,812,92,home,25
2023-11-16,813,32,food,10
2023-11-16,814,72,books,50+
2023-11-16,819,24,home,50+
2023-11-16,821,52,hobby,10
2023-11-16,833,64,food,25
2023-11-16,835,28,home,10
2023-11-16,836,64,food,25
2023-11-16,838,8,books,25
2023-11-16,839,84,food,10
2023-11-16,841,68,hobby,25
2023-11-16,843,52,books,5
2023-11-16,844,36,food,10
2023-11-16,845,104,hobby,25
2023-11-16,847,8,home,10
2023-11-16,849,32,food,50
2023-11-16,854,108,books,50
2023-11-16,857,80,food,25
2023-11-16,862,112,hobby,50
2023-11-16,865,68,home,50
2023-11-16,872,88,books,50+
2023-11-16,873,4,food,10
2023-11-16,875,28,food,5
2023-11-16,880,36,food,50
2023-11-16,882,12,home,50
2023-11-16,883,76,books,5
2023-11-16,892,16,home,10
2023-11-16,907,48,food,10
2023-11-16,916,80,home,10
2023-11-16,920,20,home,50+
2023-11-16,927,36,home,50
2023-11-16,932,60,home,50+
2023-11-16,933,44,home,50
2023-11-16,938,68,hobby,50
2023-11-16,939,92,books,50
2023-11-16,942,8,hobby,50
2023-11-16,944,36,home,50+
2023-11-16,955,116,food,10
2023-11-16,956,36,hobby,50
2023-11-16,958,84,books,50
2023-11-16,959,124,hobby,50
2023-11-16,963,92,books,50
2023-11-16,964,92,hobby,50
2023-11-16,982,24,hobby,10
2023-11-16,988,28,food,5
2023-11-16,994,56,hobby,5
2023-11-16,997,72,home,10
2023-11-16,1003,104,home,10
2023-11-16,1014,12,food,50+
2023-11-16,1031,28,books,5
2023-11-16,1039,64,home,50+
2023-11-16,1052,96,food,5
2023-11-16,1061,32,hobby,5
2023-11-16,1072,20,food,50+
2023-11-16,1086,52,food,50+
2023-11-17,3,60,home,5
2023-11-17,5,104,hobby,50+
2023-11-17,6,80,hobby,50
2023-11-17,8,64,books,10
2023-11-17,10,28,hobby,50+
2023-11-17,14,60,books,25
2023-11-17,20,112,hobby,10
2023-11-17,21,28,books,50+
2023-11-17,31,28,books,25
2023-11-17,39,92,home,50
2023-11-17,43,124,hobby,5
2023-11-17,46,60,home,50+
2023-11-17,49,100,home,50+
2023-11-17,59,88,books,10
2023-11-17,64,80,home,50+
2023-11-17,66,36,books,5
2023-11-17,72,48,hobby,50
2023-11-17,75,36,books,50
2023-11-17,78,72,books,50
2023-11-17,81,72,home,50
2023-11-17,84,96,books,10
2023-11-17,85,80,food,5
2023-11-17,86,124,home,50+
2023-11-17,95,56,food,50
2023-11-17,98,124,hobby,50+
2023-11-17,100,92,books,50+
2023-11-17,105,36,home,50+
2023-11-17,113,120,books,5
2023-11-17,121,80,food,50+
2023-11-17,123,40,food,50
2023-11-17,139,36,food,5
2023-11-17,141,76,books,50+
2023-11-17,142,20,food,50
2023-11-17,144,88,books,50
2023-11-17,145,64,home,50+
2023-11-17,146,44,food,50+
2023-11-17,156,68,books,5
2023-11-17,157,72,food,50+
2023-11-17,160,8,hobby,50
2023-11-17,163,40,home,50
2023-11-17,166,12,home,50
2023-11-17,168,80,food,50
2023-11-17,177,44,books,50+
2023-11-17,183,80,hobby,50+
2023-11-17,187,52,home,5
2023-11-17,190,92,books,50
2023-11-17,191,36,books,10
2023-11-17,193,84,hobby,5
2023-11-17,198,92,hobby,25
2023-11-17,214,68,food,10
2023-11-17,220,44,food,25
2023-11-17,222,64,food,5
2023-11-17,239,44,books,5
2023-11-17,241,36,home,50+
2023-11-17,247,56,books,50+
2023-11-17,255,40,food,25
2023-11-17,260,136,hobby,50
2023-11-17,264,84,books,5
2023-11-17,268,120,books,50
2023-11-17,270,128,home,50
2023-11-17,272,44,home,10
2023-11-17,273,40,hobby,50+
2023-11-17,274,72,hobby,50
2023-11-17,275,4,home,50+
2023-11-17,279,64,books,25
2023-11-17,286,4,food,50
2023-11-17,288,40,books,25
2023-11-17,292,80,hobby,10
2023-11-17,293,12,hobby,50+
2023-11-17,296,84,food,50
2023-11-17,298,16,books,5
2023-11-17,302,52,hobby,50+
2023-11-17,304,44,home,10
2023-11-17,309,60,hobby,10
2023-11-17,315,20,home,50
2023-11-17,318,92,food,50
2023-11-17,322,124,books,50+
2023-11-17,323,72,home,10
2023-11-17,328,64,home,5
2023-11-17,329,16,books,25
2023-11-17,332,24,food,5
2023-11-17,334,60,home,50+
2023-11-17,335,52,home,50+
2023-11-17,338,24,home,25
2023-11-17,345,52,hobby,50+
2023-11-17,348,36,home,50+
2023-11-17,349,36,food,25
2023-11-17,351,52,books,10
2023-11-17,354,64,food,25
2023-11-17,356,16,food,10
2023-11-17,364,112,food,50
2023-11-17,366,88,home,5
2023-11-17,373,128,hobby,10
2023-11-17,386,4,home,5
2023-11-17,392,32,food,25
2023-11-17,396,80,food,10
2023-11-17,397,92,books,5
2023-11-17,401,36,food,50
2023-11-17,407,44,home,10
2023-11-17,419,92,food,10
2023-11-17,425,48,books,50
2023-11-17,427,48,hobby,50
2023-11-17,434,32,hobby,50
2023-11-17,436,40,home,50+
2023-11-17,439,40,food,50+
2023-11-17,443,68,home,10
2023-11-17,445,20,books,25
2023-11-17,447,88,food,5
2023-11-17,450,24,books,10
2023-11-17,452,64,home,5
2023-11-17,454,40,food,10
2023-11-17,455,20,food,10
2023-11-17,462,32,books,25
2023-11-17,463,88,home,5
2023-11-17,464,36,home,50+
2023-11-17,468,60,home,10
2023-11-17,470,92,food,50+
2023-11-17,471,20,hobby,50
2023-11-17,479,124,home,5
2023-11-17,483,96,food,50+
2023-11-17,492,56,hobby,5
2023-11-17,502,24,food,25
2023-11-17,504,68,home,50
2023-11-17,505,84,food,10
2023-11-17,507,12,home,5
2023-11-17,513,72,food,50+
2023-11-17,515,72,food,50
2023-11-17,522,40,home,5
2023-11-17,526,52,hobby,25
2023-11-17,538,16,home,50+
2023-11-17,539,76,food,50
2023-11-17,548,52,food,25
2023-11-17,550,56,home,10
2023-11-17,551,24,home,50+
2023-11-17,555,92,books,5
2023-11-17,561,48,home,10
2023-11-17,565,96,home,5
2023-11-17,574,48,hobby,25
2023-11-17,576,80,food,25
2023-11-17,577,20,home,50
2023-11-17,579,100,hobby,10
2023-11-17,585,68,home,25
2023-11-17,587,64,food,50
2023-11-17,591,100,food,50
2023-11-17,594,24,hobby,50+
2023-11-17,596,44,home,5
2023-11-17,597,20,hobby,50+
2023-11-17,608,104,books,50+
2023-11-17,613,80,books,50
2023-11-17,617,64,books,5
2023-11-17,618,108,hobby,25
2023-11-17,625,104,hobby,50+
2023-11-17,632,112,hobby,10
2023-11-17,637,32,books,10
2023-11-17,640,24,books,10
2023-11-17,641,52,books,25
2023-11-17,642,64,home,25
2023-11-17,644,32,food,10
2023-11-17,647,48,home,10
2023-11-17,659,28,food,25
2023-11-17,663,84,home,25
2023-11-17,669,52,food,50+
2023-11-17,670,56,home,10
2023-11-17,673,176,books,50+
2023-11-17,674,96,home,10
2023-11-17,675,28,hobby,5
2023-11-17,682,56,hobby,50
2023-11-17,685,52,hobby,50
2023-11-17,706,56,hobby,5
2023-11-17,711,36,home,50+
2023-11-17,713,48,food,50+
2023-11-17,715,16,food,50+
2023-11-17,716,60,hobby,10
2023-11-17,727,36,home,5
2023-11-17,732,96,hobby,5
2023-11-17,734,24,home,50+
2023-11-17,741,112,books,50
2023-11-17,742,52,hobby,5
2023-11-17,748,36,hobby,50+
2023-11-17,750,60,books,50+
2023-11-17,758,36,home,25
2023-11-17,765,60,books,5
2023-11-17,769,60,books,5
2023-11-17,778,52,books,10
2023-11-17,779,124,books,5
2023-11-17,784,72,hobby,50
2023-11-17,789,36,hobby,50
2023-11-17,802,36,home,25
2023-11-17,803,40,home,10
2023-11-17,804,16,hobby,50+
2023-11-17,805,100,food,50+
2023-11-17,812,92,home,50
2023-11-17,813,32,home,50+
2023-11-17,814,72,hobby,10
2023-11-17,819,24,food,50+
2023-11-17,821,52,food,5
2023-11-17,833,64,hobby,10
2023-11-17,835,28,food,50+
2023-11-17,836,64,food,10
2023-11-17,838,8,home,50
2023-11-17,839,84,home,5
2023-11-17,841,68,food,25
2023-11-17,843,52,food,25
2023-11-17,844,36,hobby,10
2023-11-17,845,104,books,5
2023-11-17,847,8,food,5
2023-11-17,849,32,home,5
2023-11-17,854,108,hobby,50
2023-11-17,857,80,food,25
2023-11-17,862,112,home,25
2023-11-17,865,68,home,50
2023-11-17,872,88,food,10
2023-11-17,873,4,food,25
2023-11-17,875,28,food,10
2023-11-17,880,36,food,50+
2023-11-17,882,12,home,5
2023-11-17,883,76,home,50
2023-11-17,892,16,books,10
2023-11-17,907,48,food,5
2023-11-17,916,80,books,25
2023-11-17,920,20,hobby,50+
2023-11-17,927,36,hobby,25
2023-11-17,932,60,books,50
2023-11-17,933,44,food,50
2023-11-17,938,68,home,25
2023-11-17,939,92,books,10
2023-11-17,942,8,home,50+
2023-11-17,944,36,hobby,25
2023-11-17,955,116,hobby,5
2023-11-17,956,36,food,50+
2023-11-17,958,84,food,25
2023-11-17,959,124,food,50
2023-11-17,963,92,hobby,5
2023-11-17,964,92,food,10
2023-11-17,982,24,books,50+
2023-11-17,988,28,home,5
2023-11-17,994,56,books,25
2023-11-17,997,72,home,5
2023-11-17,1003,104,hobby,50
2023-11-17,1014,12,home,50
2023-11-17,1031,28,food,5
2023-11-17,1039,64,food,10
2023-11-17,1052,96,hobby,10
2023-11-17,1061,32,hobby,25
2023-11-17,1070,48,books,25
2023-11-17,1072,20,hobby,25
2023-11-17,1086,52,books,10
2023-11-18,3,60,books,10
2023-11-18,5,104,home,10
2023-11-18,6,80,hobby,5
2023-11-18,8,64,home,50+
2023-11-18,10,28,home,5
2023-11-18,14,60,food,10
2023-11-18,18,48,hobby,25
2023-11-18,20,112,food,50+
2023-11-18,21,28,hobby,25
2023-11-18,31,28,books,5
2023-11-18,37,72,hobby,10
2023-11-18,39,92,food,50+
2023-11-18,43,124,food,50+
2023-11-18,46,60,hobby,50
2023-11-18,49,100,food,25
2023-11-18,59,88,books,25
2023-11-18,64,80,hobby,10
2023-11-18,66,36,home,50+
2023-11-18,72,48,hobby,5
2023-11-18,75,36,food,5
2023-11-18,78,72,hobby,50+
2023-11-18,81,72,home,50+
2023-11-18,84,96,hobby,5
2023-11-18,85,80,food,10
2023-11-18,86,124,books,50
2023-11-18,95,56,books,5
2023-11-18,98,124,hobby,50+
2023-11-18,100,92,books,50+
2023-11-18,105,36,hobby,5
2023-11-18,108,76,home,25
2023-11-18,113,120,food,10
2023-11-18,121,104,food,25
2023-11-18,123,40,hobby,50
2023-11-18,139,36,home,50+
2023-11-18,141,76,hobby,50
2023-11-18,142,20,books,50+
2023-11-18,144,164,home,50+
2023-11-18,145,64,books,5
2023-11-18,146,44,hobby,50+
2023-11-18,156,68,home,5
2023-11-18,157,72,home,5
2023-11-18,160,8,books,50+
2023-11-18,163,40,home,5
2023-11-18,166,12,home,10
2023-11-18,168,80,food,50+
2023-11-18,177,44,hobby,50
2023-11-18,183,80,hobby,10
2023-11-18,187,52,books,25
2023-11-18,190,92,books,50
2023-11-18,191,36,home,50+
2023-11-18,193,84,food,50+
2023-11-18,198,92,books,25
2023-11-18,214,68,hobby,50
2023-11-18,220,44,hobby,25
2023-11-18,222,64,food,50
2023-11-18,229,32,home,5
2023-11-18,239,44,books,50
2023-11-18,241,36,hobby,25
2023-11-18,247,56,books,5
2023-11-18,255,40,home,25
2023-11-18,259,20,books,10
2023-11-18,260,136,hobby,10
2023-11-18,264,84,books,50
2023-11-18,268,120,food,25
2023-11-18,270,128,food,25
2023-11-18,272,44,home,10
2023-11-18,273,40,books,10
2023-11-18,274,72,books,50+
2023-11-18,275,4,books,50+
2023-11-18,277,60,food,50+
2023-11-18,279,64,hobby,50
2023-11-18,286,4,home,10
2023-11-18,288,40,books,50
2023-11-18,292,80,home,5
2023-11-18,293,12,hobby,10
2023-11-18,296,84,home,10
2023-11-18,298,16,books,10
2023-11-18,302,52,books,50
2023-11-18,304,44,food,5
2023-11-18,309,60,books,10
2023-11-18,315,20,books,25
2023-11-18,318,92,home,25
2023-11-18,322,124,home,50
2023-11-18,323,72,books,10
2023-11-18,328,64,home,10
2023-11-18,329,16,hobby,5
2023-11-18,332,24,home,25
2023-11-18,334,60,books,50+
2023-11-18,335,52,home,25
2023-11-18,336,72,food,50+
2023-11-18,338,24,books,10
2023-11-18,345,52,food,50
2023-11-18,348,36,hobby,25
2023-11-18,349,36,books,50+
2023-11-18,351,52,home,50+
2023-11-18,354,64,hobby,50
2023-11-18,356,16,hobby,50
2023-11-18,364,112,food,50+
2023-11-18,366,88,food,5
2023-11-18,373,128,hobby,50
2023-11-18,386,4,home,25
2023-11-18,392,32,food,10
2023-11-18,396,80,food,10
2023-11-18,397,92,home,50
2023-11-18,401,36,books,50+
2023-11-18,407,44,hobby,10
2023-11-18,419,92,food,5
2023-11-18,425,48,food,50+
2023-11-18,427,48,home,5
2023-11-18,434,32,home,25
2023-11-18,436,40,books,50+
2023-11-18,439,116,food,10
2023-11-18,443,68,hobby,25
2023-11-18,445,20,books,10
2023-11-18,447,88,home,50+
2023-11-18,450,24,food,25
2023-11-18,451,56,books,25
2023-11-18,452,64,hobby,25
2023-11-18,454,40,books,25
2023-11-18,455,20,books,50
2023-11-18,462,32,food,5
2023-11-18,463,88,food,10
2023-11-18,464,36,home,25
2023-11-18,468,60,home,5
2023-11-18,470,92,food,50
2023-11-18,471,20,hobby,25
2023-11-18,479,124,home,5
2023-11-18,483,96,home,50+
2023-11-18,486,76,hobby,50
2023-11-18,492,56,food,25
2023-11-18,502,24,home,5
2023-11-18,504,68,books,50
2023-11-18,505,84,books,50
2023-11-18,507,12,food,50
2023-11-18,513,72,hobby,50+
2023-11-18,515,72,food,10
2023-11-18,522,40,food,5
2023-11-18,526,52,food,10
2023-11-18,538,16,food,50
2023-11-18,539,76,home,25
2023-11-18,548,52,books,5
2023-11-18,550,56,hobby,25
2023-11-18,551,24,books,50+
2023-11-18,555,92,home,50+
2023-11-18,561,48,books,50
2023-11-18,565,96,food,50
2023-11-18,568,8,food,50+
2023-11-18,574,48,books,25
2023-11-18,576,80,home,5
2023-11-18,577,20,books,50
2023-11-18,579,100,home,5
2023-11-18,585,68,books,50
2023-11-18,587,64,books,5
2023-11-18,591,100,home,50+
2023-11-18,594,24,food,50
2023-11-18,596,44,books,50+
2023-11-18,597,20,food,50+
2023-11-18,603,80,books,50+
2023-11-18,608,104,hobby,10
2023-11-18,613,80,home,10
2023-11-18,617,64,hobby,10
2023-11-18,618,108,hobby,50+
2023-11-18,625,104,hobby,50
2023-11-18,632,112,food,25
2023-11-18,637,32,hobby,50+
2023-11-18,640,24,books,50+
2023-11-18,641,52,books,25
2023-11-18,642,64,food,50
2023-11-18,644,32,home,50+
2023-11-18,647,48,home,25
2023-11-18,659,28,home,10
2023-11-18,663,84,books,5
2023-11-18,669,52,books,25
2023-11-18,670,56,home,10
2023-11-18,673,176,home,25
2023-11-18,674,96,home,5
2023-11-18,675,28,hobby,5
2023-11-18,682,56,home,50
2023-11-18,685,52,books,10
2023-11-18,706,56,hobby,50+
2023-11-18,711,36,books,5
2023-11-18,713,48,home,5
2023-11-18,715,16,books,10
2023-11-18,716,60,food,50+
2023-11-18,727,36,home,5
2023-11-18,732,96,food,50+
2023-11-18,734,24,hobby,50+
2023-11-18,741,112,food,5
2023-11-18,742,52,food,10
2023-11-18,745,28,hobby,5
2023-11-18,748,36,hobby,50+
2023-11-18,750,60,books,50+
2023-11-18,754,40,home,10
2023-11-18,758,36,hobby,5
2023-11-18,765,60,books,10
2023-11-18,769,60,books,10
2023-11-18,778,52,books,10
2023-11-18,779,124,food,25
2023-11-18,784,72,books,50+
2023-11-18,789,36,hobby,25
2023-11-18,802,36,books,25
2023-11-18,803,40,home,50
2023-11-18,804,16,books,5
2023-11-18,805,100,home,10
2023-11-18,812,92,books,50
2023-11-18,813,32,books,5
2023-11-18,814,72,hobby,50+
2023-11-18,819,24,home,10
2023-11-18,821,52,food,10
2023-11-18,833,64,hobby,5
2023-11-18,835,28,hobby,5
2023-11-18,836,64,hobby,5
2023-11-18,838,8,home,5
2023-11-18,839,84,books,25
2023-11-18,841,68,food,5
2023-11-18,843,52,food,25
2023-11-18,844,36,food,25
2023-11-18,845,104,hobby,5
2023-11-18,847,8,food,50+
2023-11-18,849,32,books,10
2023-11-18,854,108,books,50+
2023-11-18,857,80,hobby,50
2023-11-18,862,112,books,25
2023-11-18,865,68,home,10
2023-11-18,872,88,books,5
2023-11-18,873,4,books,10
2023-11-18,875,28,books,5
2023-11-18,880,36,food,50
2023-11-18,882,12,books,25
2023-11-18,883,76,food,5
2023-11-18,892,16,books,5
2023-11-18,907,48,home,50+
2023-11-18,916,80,books,5
2023-11-18,920,20,food,10
2023-11-18,927,36,books,50
2023-11-18,932,60,books,25
2023-11-18,933,44,hobby,50
2023-11-18,938,68,hobby,10
2023-11-18,939,92,books,25
2023-11-18,942,8,books,50+
2023-11-18,944,36,food,50
2023-11-18,955,116,food,50
2023-11-18,956,36,home,10
2023-11-18,958,84,food,5
2023-11-18,959,124,food,50
2023-11-18,963,92,home,50
2023-11-18,964,92,home,50
2023-11-18,982,24,hobby,50
2023-11-18,988,28,books,50
2023-11-18,994,56,food,5
2023-11-18,996,104,food,5
2023-11-18,997,72,books,50+
2023-11-18,1003,104,books,25
2023-11-18,1012,16,food,5
2023-11-18,1014,12,home,5
2023-11-18,1031,28,hobby,50
2023-11-18,1039,64,home,25
2023-11-18,1052,96,food,25
2023-11-18,1061,32,hobby,25
2023-11-18,1070,48,food,10
2023-11-18,1072,20,books,10
2023-11-18,1086,52,hobby,25
2023-11-19,3,60,home,50+
2023-11-19,5,104,hobby,50
2023-11-19,6,80,home,50
2023-11-19,8,64,hobby,50+
2023-11-19,10,28,hobby,50
2023-11-19,14,60,hobby,25
2023-11-19,18,48,home,50+
2023-11-19,20,112,hobby,10
2023-11-19,21,28,hobby,25
2023-11-19,31,28,hobby,5
2023-11-19,37,72,hobby,50+
2023-11-19,39,92,hobby,5
2023-11-19,43,124,home,10
2023-11-19,46,60,food,50+
2023-11-19,49,100,home,5
2023-11-19,59,88,home,50
2023-11-19,64,80,hobby,25
2023-11-19,66,36,books,10
2023-11-19,72,48,books,10
2023-11-19,75,36,food,50
2023-11-19,78,72,hobby,50
2023-11-19,81,72,food,5
2023-11-19,84,96,books,10
2023-11-19,85,80,food,50
2023-11-19,86,124,books,10
2023-11-19,95,56,home,50+
2023-11-19,98,124,home,10
2023-11-19,100,92,hobby,5
2023-11-19,105,36,books,25
2023-11-19,108,76,hobby,5
2023-11-19,113,120,food,50+
2023-11-19,121,104,food,25
2023-11-19,123,40,home,50
2023-11-19,139,36,home,10
2023-11-19,141,76,hobby,50+
2023-11-19,142,20,food,25
2023-11-19,144,164,home,5
2023-11-19,145,64,hobby,50+
2023-11-19,146,44,hobby,5
2023-11-19,156,68,home,5
2023-11-19,157,72,home,10
2023-11-19,160,8,books,25
2023-11-19,163,40,home,25
2023-11-19,166,12,home,25
2023-11-19,168,80,books,25
2023-11-19,177,44,books,50
2023-11-19,183,80,hobby,50+
2023-11-19,187,52,books,50+
2023-11-19,190,92,books,50
2023-11-19,191,36,books,50
2023-11-19,193,84,food,25
2023-11-19,198,92,food,50+
2023-11-19,214,68,home,10
2023-11-19,220,44,food,50
2023-11-19,222,64,home,10
2023-11-19,229,32,hobby,50
2023-11-19,239,44,home,50+
2023-11-19,241,36,hobby,50
2023-11-19,247,56,home,10
2023-11-19,253,60,books,25
2023-11-19,255,40,home,50+
2023-11-19,259,20,food,5
2023-11-19,260,136,hobby,50+
2023-11-19,264,84,books,10
2023-11-19,268,120,books,50+
2023-11-19,270,128,books,50+
2023-11-19,272,44,home,50
2023-11-19,273,40,food,10
2023-11-19,274,72,books,5
2023-11-19,275,4,food,50+
2023-11-19,277,60,home,25
2023-11-19,279,64,home,25
2023-11-19,286,4,books,10
2023-11-19,288,40,food,25
2023-11-19,292,80,food,5
2023-11-19,293,12,hobby,25
2023-11-19,296,84,home,50+
2023-11-19,298,16,hobby,10
2023-11-19,302,52,food,50+
2023-11-19,304,44,food,50+
2023-11-19,309,60,home,5
2023-11-19,315,20,hobby,25
2023-11-19,318,92,books,5
2023-11-19,322,124,books,25
2023-11-19,323,72,books,5
2023-11-19,328,64,hobby,10
2023-11-19,329,16,home,25
2023-11-19,332,24,home,25
2023-11-19,334,60,hobby,25
2023-11-19,335,52,books,50+
2023-11-19,336,72,hobby,10
2023-11-19,338,24,home,50+
2023-11-19,345,52,books,5
2023-11-19,348,36,hobby,50+
2023-11-19,349,36,hobby,10
2023-11-19,351,52,hobby,5
2023-11-19,354,64,hobby,50
2023-11-19,356,16,food,50+
2023-11-19,364,112,food,50
2023-11-19,366,88,books,25
2023-11-19,373,128,food,50
2023-11-19,386,4,food,5
2023-11-19,392,32,food,25
2023-11-19,396,80,hobby,50
2023-11-19,397,92,food,5
2023-11-19,401,36,home,25
2023-11-19,407,44,books,10
2023-11-19,419,92,books,5
2023-11-19,425,48,home,50
2023-11-19,427,48,food,25
2023-11-19,434,32,home,5
2023-11-19,436,40,books,10
2023-11-19,439,116,food,50+
2023-11-19,443,68,hobby,25
2023-11-19,445,20,books,5
2023-11-19,447,88,home,50
2023-11-19,450,24,home,50+
2023-11-19,451,56,books,5
2023-11-19,452,64,books,25
2023-11-19,454,40,home,5
2023-11-19,455,20,home,10
2023-11-19,462,32,books,25
2023-11-19,463,88,books,50
2023-11-19,464,36,food,10
2023-11-19,468,60,hobby,50+
2023-11-19,470,92,food,10
2023-11-19,471,20,food,25
2023-11-19,479,124,books,50+
2023-11-19,483,96,food,50+
2023-11-19,486,76,hobby,10
2023-11-19,492,56,books,50
2023-11-19,502,24,home,50
2023-11-19,504,68,hobby,25
2023-11-19,505,84,books,25
2023-11-19,507,12,home,5
2023-11-19,513,72,food,5
2023-11-19,515,72,home,50+
2023-11-19,522,40,home,50
2023-11-19,526,52,hobby,25
2023-11-19,538,16,home,10
2023-11-19,539,76,books,50
2023-11-19,548,52,hobby,10
2023-11-19,550,56,home,50+
2023-11-19,551,24,hobby,50+
2023-11-19,555,92,food,50
2023-11-19,561,48,food,50
2023-11-19,565,96,food,50
2023-11-19,568,8,books,50
2023-11-19,574,48,hobby,50+
2023-11-19,576,80,home,50+
2023-11-19,577,20,home,50+
2023-11-19,579,100,hobby,50+
2023-11-19,585,68,books,10
2023-11-19,587,64,food,25
2023-11-19,591,100,hobby,25
2023-11-19,594,24,home,5
2023-11-19,596,44,books,5
2023-11-19,597,20,food,25
2023-11-19,603,80,home,5
2023-11-19,608,104,books,50
2023-11-19,613,80,hobby,50+
2023-11-19,617,64,hobby,50+
2023-11-19,618,108,hobby,50
2023-11-19,625,104,books,25
2023-11-19,632,112,hobby,5
2023-11-19,637,32,home,50+
2023-11-19,640,24,food,50
2023-11-19,641,52,hobby,50
2023-11-19,642,64,hobby,25
2023-11-19,644,32,food,5
2023-11-19,647,48,books,10
2023-11-19,659,28,books,5
2023-11-19,663,84,books,50+
2023-11-19,669,52,home,5
2023-11-19,670,56,home,5
2023-11-19,673,176,hobby,10
2023-11-19,674,96,books,25
2023-11-19,675,28,hobby,5
2023-11-19,682,56,home,5
2023-11-19,685,52,books,10
2023-11-19,706,56,food,50
2023-11-19,711,36,hobby,10
2023-11-19,713,48,home,5
2023-11-19,715,16,home,5
2023-11-19,716,60,home,5
2023-11-19,727,36,books,10
2023-11-19,732,96,hobby,25
2023-11-19,734,24,food,50+
2023-11-19,741,112,books,50
2023-11-19,742,52,hobby,5
2023-11-19,745,28,hobby,50
2023-11-19,748,36,books,5
2023-11-19,750,60,food,10
2023-11-19,754,40,hobby,50+
2023-11-19,758,36,food,50+
2023-11-19,765,60,hobby,10
2023-11-19,769,60,food,50+
2023-11-19,778,52,home,10
2023-11-19,779,124,books,50
2023-11-19,784,72,books,5
2023-11-19,789,36,home,50+
2023-11-19,802,36,food,5
2023-11-19,803,40,home,50
2023-11-19,804,16,hobby,50+
2023-11-19,805,100,food,50
2023-11-19,812,92,books,25
2023-11-19,813,32,home,25
2023-11-19,814,72,home,10
2023-11-19,819,24,hobby,50+
2023-11-19,821,52,books,50
2023-11-19,833,64,food,50+
2023-11-19,835,28,hobby,10
2023-11-19,836,64,food,5
2023-11-19,838,8,food,5
2023-11-19,839,84,food,10
2023-11-19,841,68,home,25
2023-11-19,843,52,books,10
2023-11-19,844,36,home,10
2023-11-19,845,104,food,10
2023-11-19,847,8,hobby,5
2023-11-19,849,32,food,50+
2023-11-19,854,108,home,50+
2023-11-19,857,80,hobby,5
2023-11-19,862,112,food,50+
2023-11-19,865,68,food,50
2023-11-19,872,88,hobby,25
2023-11-19,873,4,hobby,50
2023-11-19,875,28,home,5
2023-11-19,880,36,hobby,10
2023-11-19,882,12,home,5
2023-11-19,883,76,home,50
2023-11-19,892,16,books,50
2023-11-19,907,48,home,5
2023-11-19,916,80,home,50+
2023-11-19,920,20,hobby,25
2023-11-19,927,36,home,10
2023-11-19,932,60,books,5
2023-11-19,933,44,hobby,25
2023-11-19,938,68,books,5
